,country,action,relationship,gender,fitness,law,status,age,lives,species
0,AFG,0.7035495762212949,0.25010303516555205,0.05630186997765087,0.7397293146835247,0.20729820297218957,0.4379237481554382,0.2390225955973778,0.40020630553392694,0.6723954266967018
1,AGO,0.33249479125995396,0.0,0.20448787427287973,0.4104384691008241,0.4897398681361796,0.9588666864787878,0.5178088467606662,0.383450733306063,0.7143360869617259
2,ALB,0.44079118036417875,0.41279436036456996,0.4738488130847949,0.7295102316010713,0.41405617127323024,0.25083809238783394,0.5984615940638397,0.6079350144260401,0.7359759986417969
3,AND,0.5720682806742196,0.9854565652560314,0.6640035590083319,0.3441670986261481,0.7175293251364978,0.15774102972021173,0.603321111597089,0.6173381778667724,0.6275094893606329
4,ARE,0.3502070867403743,0.6334854544454842,0.4898884559311855,0.40858684800022377,0.47183109274892043,0.3867445430515433,0.4615571792904419,0.6409702886297209,0.6749891288330311
5,ARG,0.3227200148914075,0.6898710582145632,0.5714454673204934,0.6036082562561537,0.41002796522900087,0.5599675854668615,0.678400961432365,0.5455185165866803,0.24390229592358664
6,ARM,0.38239921611476246,0.4813483306630858,0.4477605844237085,0.3117060623569685,0.4729478232808347,0.0922762313919704,0.5502783038304807,0.46624845537201554,0.7794958649081094
7,AUS,0.690977485850528,0.6356218217242506,0.466979870953352,0.7455412887104896,0.34753805782182134,0.46977328711130867,0.6734296111925667,0.6619635729838292,0.7100049402316541
8,AUT,0.6595733406878693,0.5578100926819216,0.3940460392074988,0.4915324315056079,0.5339759205588637,0.3295998474597241,0.6555805996384702,0.6060819451118018,0.8705087346112378
9,AZE,0.32437739677220334,0.892196347609765,0.42463140728336407,0.6784328629964845,0.004836046377188924,0.3844162911630666,0.6210522596150824,0.34753453610134005,0.03933895291278738
10,BEL,0.5378170394246264,0.8008587180527642,0.563909222595324,0.5065093722325901,0.5561175917222729,0.44173618623153843,0.646555004709316,0.5915259609815716,0.8887390688481528
11,BGD,0.15116485427942467,0.27226177495342707,0.34765958203646147,0.6569674064649146,0.4429020744136546,0.5308469483090272,0.3409491390674681,0.5437688589641113,0.6593679143058325
12,BGR,0.37683084889481133,0.5543119484827277,0.4069728681216601,0.7511209333744927,0.41018176905447823,0.5760809126237291,0.789340955267619,0.5844813598199399,0.7753778856182559
13,BHS,0.1421784291092736,0.2530089503281664,0.6268791809047886,0.4602174070350919,0.10528748471583022,0.570736920081515,0.859977615070528,0.7008032291932624,0.7356920581292636
14,BIH,0.3821618106562218,0.6630911268992189,0.4094712986010473,0.5467912357327659,0.49025993576665083,0.31374265510108623,0.8650893120850917,0.6601912821704884,0.7185355987014865
15,BLR,0.634571308281703,0.320317568921628,0.1773397187698659,0.6233305496751023,0.42607439870409236,0.4078047212909375,0.6376831238467779,0.401519187901632,0.7789861549093113
16,BOL,0.2715883941206308,0.6646381673079316,0.5842667899040075,0.8593590547109922,0.2841983243457879,0.6521369047925972,0.6871565987414867,0.5761248797094941,0.0
17,BRA,0.28868644192518667,0.1721887253011083,0.5900168993414299,0.2654083760962516,0.514263265629734,0.40428873037052504,0.5575484273050448,0.43464129134505497,0.10880500930608605
18,BRN,0.37611900082238303,0.4931930782902724,0.05741363552068434,0.8043421780902482,1.0,0.3491691948797104,0.20985811119642248,0.1078263025789779,0.48067016551012953
19,CAN,0.6216264767894931,0.5675983748104505,0.47660026311774595,0.7399478720485315,0.36847988616073557,0.5277165509643899,0.693243686622304,0.6914735553390685,0.7753844163296759
20,CHE,0.7349024085616388,0.7119338563008842,0.4527834375842908,0.47119813805632305,0.5422586670276044,0.29145897886338273,0.5538601689826396,0.545981605347149,0.8908830854607211
21,CHL,0.36371488262442375,0.6733749199225569,0.6188381695231153,0.6228950740988911,0.5617851269241633,0.4790501816994633,0.5605654734637977,0.5016930571355751,0.3979145508395289
22,CHN,0.7803451421369869,0.1491931768661049,0.44366466064181687,0.4672275324144711,0.6492334960845066,0.4318697338327027,0.09701600673765791,0.2129929597806277,0.8661410023076915
23,COL,0.29034687792239494,0.6262728792688296,0.6258327933073392,0.7790425066930864,0.38268990867670793,0.8589815564651682,0.7683284790364284,0.6149076374761673,0.1121524222520216
24,CRI,0.40633857619163627,0.5888548181124298,0.5043888200803178,0.8194794809968299,0.407628644335869,0.6189430351122958,0.6405180674259242,0.5184032425144717,0.4357980741068992
25,CYP,0.6689041482447923,0.6729386271891249,0.4665261206622872,0.5363776658035664,0.4486888453800489,0.5314855258277028,0.6081778631559834,0.5514439617470488,0.7208163849217004
26,CZE,0.44965596671985036,0.4070112499747853,0.5686100777623451,0.6865151250249582,0.5604988765858875,0.7218492327810995,0.7703497559514706,0.6815103653818485,0.715373460542975
27,DEU,0.768258347033841,0.6494443533732571,0.411832725027078,0.5178249167079757,0.47505392251850437,0.2901924762583879,0.5822540611614235,0.5579291148739308,0.8419902059082599
28,DNK,0.7503035481023879,0.7373294020224006,0.31770271091895014,0.5727810467823327,0.5608976347516397,0.31178195183358537,0.5618067315381403,0.5932873501466862,0.9435020551676097
29,DOM,0.3525244945210395,0.6148105822788029,0.816655780102121,0.6915401890553001,0.5642241055781688,0.7588991185896973,0.7759441678200468,0.6689164852536755,0.582354937591011
30,DZA,0.17409360296488965,0.49550674149089785,0.4405327837698201,0.5383845130651869,0.5914952004274058,0.5209107027800464,0.7302963523729454,0.4474913108026777,0.7337559165692454
31,ECU,0.21333287737865486,0.6986704832676914,0.5429398294536522,0.717236396494352,0.19969098280073866,0.8086876858621675,0.5582874117322545,0.417094801318772,0.2107745210366336
32,EGY,0.34606398943874117,0.6709474479051859,0.33639407771065677,0.399564607046708,0.5215513269582706,0.32524245933174745,0.4179045078496108,0.44153894555198503,0.7376770026292566
33,ESP,0.41942766784713525,0.5275985422996271,0.5365521294105701,0.5633525182989856,0.6137907754071162,0.3925024900978464,0.7105372306424127,0.5393171301625919,0.7385380152501171
34,EST,0.7020287106966603,0.48265186572109886,0.4395544289639941,0.7925321155127252,0.6064541071329398,0.501426116394958,0.5623526089460871,0.5282345376428321,0.6645122252065335
35,FIN,0.6907773516135131,0.7156194050035657,0.4178624832182816,0.4994882758533815,0.5804359950943315,0.2916187885791867,0.5166358732309699,0.4644699401385925,0.7846108556440912
36,FRA,0.39466323000467146,0.5392864149571004,0.8369112108149832,0.582145074103168,0.5540387608741699,0.5652889404164346,1.0,0.787801110375014,0.8266436389170374
37,GBR,0.6930579293392124,0.6242044059241857,0.4183534518881005,0.7691474723763786,0.35707726500163417,0.4997678073883287,0.6789851904210086,0.7155947251442507,0.7226880856288387
38,GEO,0.48611983658174485,0.47934710579080975,0.37743006686994846,0.6650924649898986,0.4193883752836753,0.45725818013776937,0.5111162785636071,0.41840088144147464,0.610038083835049
39,GRC,0.5168823899440059,0.7020530885076509,0.32561842096242977,0.5132958258193616,0.521140220938428,0.2718299191804082,0.8077376451870446,0.5452461352534708,0.767727135055992
40,GTM,0.32255736578293065,0.8468638844358758,0.6232248934326455,0.8699044324988433,0.23638994254875476,0.8711439868816483,0.5256955505136276,0.4038827052703988,0.5995739253573642
41,HKG,0.7007616806593165,0.518569134587716,0.288669075209614,0.5473381213162951,0.7781500921947277,0.3243259455149349,0.18695296056019778,0.37356043059353977,0.6637464047903567
42,HND,0.20945364118129725,0.43266663524113225,0.7266084693383307,0.5721308628876582,0.20293086647944536,0.7521657077789159,0.5242946755510797,0.26646042270516807,0.42790231105323967
43,HRV,0.44423680951100053,0.5178252564102461,0.3982958595364789,0.6784997873736223,0.6488100791401649,0.44399776788087575,0.6933842855614338,0.6632142182452226,0.771461558037807
44,HUN,0.463940217486705,0.42596004445172375,0.620673515143737,0.6325651882172783,0.5170177513273034,0.6560300243370779,0.814350030027829,0.7258927825033149,0.9192254932551002
45,IDN,0.373304449546515,0.5212227043755968,0.4373011915861164,0.5972110109201617,0.6574558897829875,0.5919485858078659,0.28524987838658294,0.35781529404078577,0.6083222966107243
46,IMN,0.5545085507192047,0.586130112088393,0.5415707506975075,0.15591851360354228,0.3963272985330542,0.35887262070819276,0.7436843619931813,1.0,0.8217470536841912
47,IND,0.5531661033922812,0.6128448597165677,0.511668223660626,0.4462769468787448,0.27777502563291273,0.3690787888257199,0.3201223653639935,0.4490931861437024,0.6272794114972031
48,IRL,0.6570316741912108,0.6254115398467157,0.43557161636861935,0.7170863002122049,0.32068675095673466,0.33885682746699175,0.6448332066914692,0.7318645356650552,0.7624381828179049
49,IRN,0.38353579652012754,0.8590816521517332,0.25930188715110064,0.45278851692931177,0.17526160372630487,0.47671304393287917,0.5660663843797843,0.461481230763691,0.9120204109919993
50,IRQ,0.07960121322918584,0.5570284403980778,0.4327614290396682,0.37925596756809155,0.3062347895109372,0.5133520737099381,0.4113058853539825,0.6756684801788024,0.5859812444782271
51,ISL,0.8393144474995591,0.6072047821201958,0.34546409449095716,0.6212817187994595,0.38072618877180775,0.3257085114787582,0.6756685603780131,0.6483691929925932,0.8089203602515439
52,ISR,0.30534271043742994,0.5627718377762535,0.4186576879294878,0.5157000308789809,0.4692888697799265,0.5801075303858644,0.528032060129589,0.7257618004995811,0.547241965107959
53,ITA,0.43558064702869964,0.5245198313166253,0.4818975804509734,0.657979824705778,0.5546340290352925,0.509905371904582,0.847469679379451,0.5903467740211749,0.8968845725781655
54,JAM,0.2131779521672033,0.4884784923557591,0.6871895072179601,0.597136589443274,0.36656907470146255,0.41871885679176185,0.5728100491557139,0.7416693297661567,0.8249290944317398
55,JOR,0.2824269538282694,0.9809406093012255,0.3474934057141813,0.2924686267301909,0.34189121184498195,0.3119473939378584,0.24411417525853804,0.4502141008485937,0.8997720369059556
56,JPN,0.6772887376842284,1.0,0.4120337412770357,0.4342637221791469,0.7221516953327097,0.3736173937360443,0.2776952849975224,0.0,0.7207167638168261
57,KAZ,0.499752927107259,0.6119176251474389,0.2557250338783482,0.5932222984496297,0.375999230515956,0.6083269066227942,0.6318569849223691,0.4652366606104875,0.753239981517711
58,KEN,0.6784136244806287,0.6315673410598083,0.3541278589151657,0.1669809921196925,0.2724932468563883,0.49912912536482057,0.5917163751107578,0.5101788690697393,0.9809002537863944
59,KGZ,0.8709209630384497,0.5047006725679817,0.45986762848337437,0.39082266020449313,0.35658358106163995,0.5688719675350754,0.5862640637377775,0.36985052781064154,0.6708275816391728
60,KHM,0.4138140589146663,0.7900292874948819,0.6860116509260841,0.48425684219663995,0.5069736606650393,0.25956013464782335,0.0,0.48017098315492124,0.6011352811906018
61,KOR,0.5669433882395286,0.6654289222765724,0.5033039317397823,0.3485613380104146,0.46642818008021575,0.29274097582950775,0.1920978928148203,0.26125626644243666,0.9612425790989276
62,KWT,0.35046955898186716,0.6694554857698877,0.2997136017314001,0.40231928387204197,0.5522770775021857,0.49001479107002827,0.2883642658731627,0.21711928724272708,0.7825461297622434
63,LBN,0.3623132899330714,0.6219114676509104,0.3835661832054921,0.33741652912790404,0.6182510879187976,0.41213010608513406,0.49762891557831196,0.5263277967399447,0.7184887661917975
64,LKA,0.8011206072389025,0.7090300928307588,0.3065723187407737,0.8089427239949852,0.33233473361221966,0.48023643581560793,0.35024190312324527,0.4718100805291367,0.770580778915127
65,LTU,0.41152549111524545,0.5154807867549577,0.5191023035718575,0.8781533814066462,0.053576747453823854,0.7190597717120518,0.8207437055702987,0.5823173158485382,0.7387123885688759
66,LUX,0.6686069437280795,0.5376616469194393,0.5074982716152775,0.596672827580394,0.5203127030530512,0.29137829803537385,0.5039307289162801,0.560234226389086,0.8040173468949053
67,LVA,0.623294298713626,0.2692160331716651,0.3391100534201575,0.7141386796354788,0.6294377438294146,0.5299051826191177,0.5873823158059946,0.4235021472848189,0.6938612444117872
68,MAR,0.2875853219524291,0.5745550060733198,0.5162576741978907,0.45143069899188204,0.46415067633184837,0.6328543102061509,0.7253469971486455,0.5540471401376856,0.8084615680245849
69,MDA,0.5223164239047207,0.5182940638951625,0.3313873608894779,0.6226853582154023,0.40537702687633204,0.5444642209558843,0.506139156063334,0.38875766637942427,0.7380979287139721
70,MEX,0.3065908411361203,0.5511477996110603,0.5696175672387693,0.6797662914932602,0.4617003921166699,0.6336657336559235,0.6843151174501599,0.5289466648694794,0.42843711321067907
71,MKD,0.4769023271348237,0.6285233466116323,0.323521255128012,0.518052101118797,0.33259131378607254,0.22921241093767653,0.6093345188526219,0.25229968013459625,0.7507217882642795
72,MMR,1.0,0.5388318189099466,0.36023865352339407,0.10038489054425048,0.42526286265269436,0.27120390859443105,0.7377265860630307,0.8652146633705856,0.33805744723692216
73,MNE,0.5777457137549104,0.7002161654795667,0.5990747505151393,0.5420480219258246,0.7412704516399322,0.4963177347272671,0.6867925855870722,0.424267659693582,0.7313401436127425
74,MNG,0.41531221493935006,0.5140821055359802,0.59092556485351,1.0,0.5046691043730335,1.0,0.9943510726687965,0.6068066256762884,0.8771853130339794
75,MUS,0.367804159386969,0.43063039570095196,0.5540443439108771,0.34296376112766597,0.2617568236109331,0.41265171888800134,0.5847660324566057,0.28840897757947587,0.5803515856814523
76,MYS,0.4676544852091482,0.6430615871360991,0.42824362430213175,0.5371629293365167,0.6267721865936561,0.4824839926919817,0.23784523020843046,0.2892873106604373,0.5730033389054054
77,NCL,0.6571401627321123,0.7875458866290617,1.0,0.42817470158494647,0.6552131746829792,0.6906299842340753,0.6876134856828555,0.661331813495147,0.8460122717412195
78,NGA,0.41802744405239417,0.770090825947095,0.30774419430397,0.0,0.25736762310388567,0.9286509248915515,0.7503797582797487,0.43970045618910086,1.0
79,NIC,0.5195277879530018,0.45053237622681724,0.6690721890547929,0.9076469645371319,0.050525888756762526,0.5584269592779597,0.7581129534951244,0.6654075860928274,0.44214707364948413
80,NLD,0.6999339949730233,0.6878430075854736,0.3749364438820431,0.6188076851533241,0.6062295686539368,0.4023625037595823,0.5473309929760709,0.5172129218922054,0.8135858568535289
81,NOR,0.7057074944516578,0.767853248444908,0.39827811025457815,0.511754196150017,0.4781970219588417,0.29579407280661446,0.6488241431348134,0.6667879287433374,0.8891267657025961
82,NPL,0.11917371550600137,0.7412599676412793,0.3748984305170628,0.570802207694728,0.0,0.5718819233388892,0.5119939154729168,0.5703976814222226,0.6473027891107265
83,NZL,0.7933319335990995,0.6492294934057116,0.44411257011160693,0.7108784761318614,0.3903620972557744,0.48118438037842887,0.6176802936262893,0.6378106297210258,0.7357347445792423
84,OMN,0.23013656531453103,0.4005370689059916,0.6588073836534997,0.1366367985093138,0.47829261690859376,0.0,0.2078403437044528,0.4934065117585855,0.7404871546420939
85,PAK,0.39323527883073245,0.7136269170905835,0.36835808571886164,0.39103107413674665,0.16996544513472706,0.08243643755307341,0.2606005875155445,0.5740743511935372,0.7386115123999236
86,PAN,0.3272830000605304,0.5963917549916227,0.7877354810626295,0.48046389877757817,0.6247267432852452,0.5647448140245934,0.5518552496356118,0.296349883859874,0.48735328283167145
87,PER,0.26825980225659024,0.629009641697296,0.592101713034444,0.7023349606276185,0.4224945103609442,0.7019587852722156,0.7040857141534064,0.49466579944485034,0.20573396034992464
88,PHL,0.3698270793311798,0.5664941574569989,0.6217753036851754,0.41206377172275127,0.6137447290918996,0.6396172040146991,0.2846738136567173,0.35101335913820797,0.5121969494051872
89,POL,0.514817223516977,0.21447171552874575,0.38544367236594285,0.5633532591842636,0.5439485614600295,0.5011611237447171,0.5399092191854401,0.43924008433568074,0.7911833266310224
90,PRI,0.3326578982578734,0.6594915382830951,0.47379842941352784,0.8008908536287231,0.5045038846361815,0.5828726580717193,0.7567792090625708,0.43565632906221036,0.49714173138101553
91,PRT,0.4934892753836319,0.6043306501442272,0.5121210119876182,0.5053167993806741,0.7054297287228973,0.3767443476782919,0.65427190064902,0.5534649552353573,0.5893049808622188
92,PRY,0.4069442251196978,0.4125528912656043,0.5459576857519755,0.8453295860399596,0.3456012755590842,0.5328728982482303,0.6184710020198474,0.4548424811624519,0.3533615336015541
93,PSE,0.5350759607009846,0.9139586419649195,0.3733189797793302,0.10321885704763145,0.09540989718565093,0.2989974358222624,0.14606340178549856,0.3397013637420664,0.808341627437329
94,PYF,0.0,0.44246224210239754,0.6635547849254267,0.6711063792561122,0.5592750498604657,0.8193533375098827,0.8101660966987672,0.4970429392513872,0.8024169164556191
95,QAT,0.408895762732311,0.5624416858745712,0.4461002970404431,0.8406920627060964,0.3222672168239949,0.34727826874122514,0.389122694600917,0.49053585727790733,0.664519039880505
96,ROU,0.5386640939620844,0.44016814676720184,0.36282482750011974,0.7502946123655192,0.6036189016125633,0.4908525023213429,0.6629661117332281,0.4609349235151401,0.7351484843003485
97,RUS,0.6247746472945559,0.38073900887816603,0.21172122788597442,0.5820770986100358,0.598199149370519,0.4534842948870629,0.46925168901927455,0.35136201836109204,0.7425678951225183
98,SAU,0.2583713462453173,0.6389857939705468,0.2534169752598384,0.23840211819504106,0.5407447886953667,0.4900628336866606,0.1727801214132549,0.3710217272370176,0.7500199830952208
99,SLV,0.23474118061687382,0.44434058281184285,0.5686593365260696,0.6160803821477594,0.639739685652776,0.7917127367317693,0.468804671961771,0.5499104237660278,0.40028753622659524
100,SRB,0.389039981632081,0.3660032046697289,0.3602630303524312,0.8244556583322571,0.582626285881287,0.47335095943578237,0.7435777075859706,0.5961203855449358,0.6234897462598531
101,SVK,0.40809911503444857,0.3506535715776188,0.578026492622124,0.6743367757265557,0.5325344367866867,0.6452157206067062,0.7695622992780656,0.6735897411943961,0.8641249482554337
102,SVN,0.6970915176472361,0.3905621014459187,0.39352642049097913,0.5750021950217673,0.5067782040012844,0.46560382272651113,0.547731526008514,0.4529726289374094,0.6737109370032636
103,SWE,0.6561287888275135,0.6183072433391761,0.4257581957697291,0.5259156110174605,0.34102664465597976,0.3429006315630726,0.6243765105910665,0.566136247078652,0.675048826894253
104,SYR,0.6265761405385769,0.7733227204442139,0.0,0.4570087887289551,0.2616865049133792,0.5950104412054644,0.755943190573545,0.6675176878196507,0.5652936975010605
105,THA,0.6835941900830225,0.4779812538021767,0.39991113404257994,0.3367692567860994,0.5053674171945192,0.31720603258193675,0.1325332548907217,0.14298810062481376,0.7143996993872493
106,TTO,0.1466185630008733,0.4863729872002931,0.5732525010713913,0.916952641270903,0.21768181602933323,0.5711334548386251,0.5291513357182969,0.6077438664402137,0.5934590796977357
107,TUN,0.5380389934922155,0.4146800918451513,0.613301058298634,0.6938407138983842,0.21460697420861163,0.46576745491968746,0.5009906401999097,0.5270888492035383,0.7297412923043117
108,TUR,0.25159778455515247,0.7561028808941506,0.4574289960012224,0.6923305732501127,0.31140169046026617,0.4282224383456815,0.6477366131782728,0.35211826234049154,0.20438406415716176
109,TWN,0.6918891912464873,0.5110003311837227,0.4065388860240777,0.4646085806816017,0.4240309996725912,0.2164796002921612,0.06387045117856413,0.08249789293404622,0.6288170852260027
110,UKR,0.5778881023818815,0.36817054092291307,0.29696983330701193,0.6412189983895733,0.5911151164153217,0.4492917970023784,0.49290856136125805,0.2996061639302898,0.7308775075109653
111,URY,0.25984394672113703,0.6164819727508057,0.579006593247262,0.504860647385058,0.41248811435514343,0.6461617283604985,0.7190485253626318,0.556531066772947,0.24803117871038802
112,USA,0.6199807066202976,0.5547414637671343,0.5017168866822855,0.6746077870002791,0.2930308449441454,0.5169959090578622,0.6314175849950684,0.6795918295928466,0.6918978698516017
113,UZB,0.4540450227414912,0.5951263694016815,0.17943710241321437,0.46296430292636537,0.08977627939884604,0.7300596978833326,0.7838289916266057,0.9700331072649362,0.7116195491306224
114,VEN,0.15524053107504443,0.6108126403665158,0.7411714900604525,0.688802609880277,0.4455030657289292,0.916208592068275,0.6055594834325387,0.5170618395143362,0.07860105825556445
115,VNM,0.33231480126798363,0.4315792891838924,0.5569686882839309,0.5968079793046099,0.264513993046245,0.5916057296299579,0.49003506190457863,0.4264037765142888,0.6234014248538483
116,ZAF,0.6422619925136795,0.6871956269370625,0.5713926791622661,0.6986061638886547,0.3756391027829291,0.6400415689070706,0.6723242557244582,0.7240313706372642,0.6998011564623976
